accountspayable,accountsreceivable,accruedexpenses,acquisitions,amortizationexpense,aoci,apturnover,arturnover,assetturnover,augmentedpayoutratio,baseline_price,baseline_price_next_quarter,basicdilutedeps,basiceps,bookvaluepershare,capex,cashandequivalents,cashincometaxespaid,cashinterestpaid,ccc,close_price,close_price_next_quarter,commitmentsandcontingencies,commonequity,commontocap,compoundleveragefactor,costofrevtorevenue,croic,currentdeferredrevenue,currentdeferredtaxassets,date,debt,debttoebitda,debttoequity,debttototalcapital,depreciationandamortization,depreciationexpense,dfcfnwc,dfnwc,dilutedeps,dio,dividendyield,divpayoutratio,dpo,dso,earningsyield,ebit,ebitda,ebitdagrowth,ebitdamargin,ebitdaqoqgrowth,ebitgrowth,ebitmargin,ebitqoqgrowth,effectofexchangeratechanges,efftaxrate,enterprisevalue,epsgrowth,epsqoqgrowth,evtoebit,evtoebitda,evtofcff,evtoinvestedcapital,evtonopat,evtoocf,evtorevenue,faturnover,fcffgrowth,fcffqoqgrowth,finleverage,freecashflow,goodwill,grossmargin,impairmentexpense,incometaxexpense,increasedecreaseinoperatingcapital,intangibleassets,interestburdenpct,investedcapital,investedcapitalgrowth,investedcapitalincreasedecrease,investedcapitalqoqgrowth,investedcapitalturnover,invturnover,issuanceofcommonequity,issuanceofdebt,leverageratio,longtermdebt,ltdebtandcapleases,ltdebttocap,ltdebttoequity,marketcap,marketingexpense,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netdebt,netincome,netincomecontinuing,netincomegrowth,netincomeqoqgrowth,netincometocommon,netinventory,netnonopex,netnonopobligations,netppe,nnep,noncashadjustmentstonetincome,noncontrolinttocap,noncontrollinginterestsharingratio,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,nopat,nopatgrowth,nopatmargin,nopatqoqgrowth,nwc,ocfgrowth,ocfqoqgrowth,ocftocapex,operatingcostofrevenue,operatingmargin,operatingrevenue,opextorevenue,oroa,othercurrentassets,otherfinancingactivitiesnet,otherincome,otherinvestingactivitiesnet,othernetchangesincash,othernoncurrentassets,othernoncurrentliabilities,otheroperatingexpenses,otherspecialcharges,preferredtocap,pricetobook,pricetoearnings,pricetorevenue,pricetotangiblebook,profitmargin,purchaseofinvestments,purchaseofplantpropertyandequipment,rdexpense,rdextorevenue,redeemablenoncontrollinginterest,repaymentofdebt,repurchaseofcommonequity,restructuringcharge,retainedearnings,revenuegrowth,revenueqoqgrowth,rnnoa,roa,roce,roe,roic,roicnnepspread,saleofinvestments,saleofplantpropertyandequipment,sgaexpense,sgaextorevenue,shorttermdebt,shortterminvestments,stdebttocap,tangbookvaluepershare,taxburdenpct,ticker,totalassets,totalcapital,totalcommonequity,totalcostofrevenue,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalgrossprofit,totalinterestincome,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpreferredequity,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
162000000.0,390000000.0,746000000.0,-16000000.0,14000000.0,155000000.0,8.4425,7.8599,0.7196,0.0,2502.065555555556,2604.3042857142855,-0.97,-0.97,7.1024,15000000.0,1353000000.0,4000000.0,,34.1391,20.45,20.6,,2507000000.0,1.0,1.95,0.556505,0.002228,1100000000.0,22000000.0,2011-09-30,0.0,0.0,0.0,0.0,44000000.0,44000000.0,-1265000000.0,706000000.0,-0.97,30.9343,0.0,0.0,43.2335,46.4383,-0.073003,-303000000.0,-259000000.0,-3.245902,-0.245964,-0.295,-1.779817,-0.287749,-0.231707,-1000000.0,-0.062706,3467160000.0,-2.88,-0.590164,nm,nm,2589.2095,8.9591,nm,10.8349,0.9969,6.6122,nm,1.186178,-0.7575,106000000.0,1107000000.0,0.443495,,19000000.0,577000000.0,160000000.0,1.0,387000000.0,-0.525153,-428000000.0,-0.605505,5.787,11.7992,,,1.95,,0.0,0.0,0.0,5438160000.0,253000000.0,,-51000000.0,349000000.0,,-51000000.0,349000000.0,297000000.0,-1971000000.0,-322000000.0,-322000000.0,-2.926829,-0.60199,-322000000.0,105000000.0,0.0,-1971000000.0,502000000.0,0.0,50000000.0,0.0,0.0,44000000.0,188000000.0,-322000000.0,-3.036927,-0.305793,-0.385849,706000000.0,0.579186,3.604478,23.266667,586000000.0,-0.287749,1053000000.0,0.731244,-0.207075,226000000.0,,,,,200000000.0,173000000.0,1000000.0,,0.0,2.3063,nm,1.5636,4.9846,-0.305793,-105000000.0,-15000000.0,273000000.0,0.259259,,,,154000000.0,-304000000.0,-0.152856,0.66878,1.340521,-0.22006,-0.42911,-0.42911,-1.769631,-1.769631,85000000.0,,75000000.0,0.071225,,618000000.0,0.0,3.2861,1.062706,EA,4727000000.0,2358000000.0,2358000000.0,586000000.0,2714000000.0,2008000000.0,2358000000.0,2358000000.0,467000000.0,,2369000000.0,4727000000.0,1511000000.0,361000000.0,770000000.0,-303000000.0,,0.0,-303000000.0,1053000000.0,332000000.0,332000000.0,332000000.0
228000000.0,335000000.0,768000000.0,,13000000.0,219000000.0,9.3981,13.268,0.7497,-0.210145,2604.3042857142855,3092.6712500000003,0.45,0.45,7.7697,21000000.0,1579000000.0,10000000.0,,10.2216,20.6,16.485,0.0,2498000000.0,1.0,1.8088,0.300917,0.183688,1005000000.0,56000000.0,2011-12-31,0.0,0.0,0.0,0.0,-318000000.0,-318000000.0,-1206000000.0,1031000000.0,0.45,21.5494,0.0,0.0,38.8376,27.5098,-0.042825,149000000.0,-169000000.0,-2.290076,-0.155046,0.34749,0.839506,0.136697,1.491749,21000000.0,-0.013423,4207900000.0,3.5,1.463918,nm,nm,43.2223,12.8682,nm,nm,1.1724,6.8362,7.292419,4.216475,-0.7997,552946308.7,1110000000.0,0.699083,,-2000000.0,-457000000.0,144000000.0,1.0,327000000.0,-0.553888,-406000000.0,-0.155039,6.7717,16.9379,17000000.0,,1.8088,,0.0,0.0,0.0,6444900000.0,228000000.0,-40000000.0,-8000000.0,-387000000.0,-40000000.0,-8000000.0,-387000000.0,226000000.0,-2237000000.0,703000000.0,703000000.0,4.033333,1.468944,151000000.0,77000000.0,-4053691.3,-2237000000.0,513000000.0,0.001915,-315000000.0,0.0,0.0,49000000.0,229000000.0,146946308.7,3.721167,0.134813,1.456355,1031000000.0,-2.529644,-2.108883,-18.428571,328000000.0,0.133028,1090000000.0,0.566055,0.102487,327000000.0,1000000.0,4000000.0,,640000000.0,80000000.0,134000000.0,8000000.0,,0.0,2.5136,nm,1.7957,4.9198,0.138532,-147000000.0,-21000000.0,299000000.0,0.274312,,,-58000000.0,-1000000.0,-153000000.0,0.113381,0.035138,-0.728558,0.103863,0.184356,0.184356,0.912914,0.910999,160000000.0,,70000000.0,0.06422,,658000000.0,0.0,3.9697,1.013423,EA,4928000000.0,2564000000.0,2564000000.0,328000000.0,3032000000.0,2001000000.0,2564000000.0,2564000000.0,762000000.0,,2364000000.0,4928000000.0,1383000000.0,363000000.0,617000000.0,145000000.0,4000000.0,0.0,149000000.0,1090000000.0,328600000.0,330000000.0,330000000.0
91000000.0,30000000.0,604000000.0,-25000000.0,13000000.0,240000000.0,20.7808,56.7368,0.8774,-0.986755,3092.6712500000003,2879.0075,0.67,0.67,8.1602,32000000.0,1173000000.0,-18000000.0,,7.7565,16.485,12.35,0.0,2442000000.0,1.0,1.5631,0.24024,-0.077545,530000000.0,58000000.0,2012-03-31,0.0,0.0,0.0,0.0,43000000.0,43000000.0,-719000000.0,1129000000.0,0.66,18.8876,0.0,0.0,17.5643,6.4332,-0.018986,230000000.0,273000000.0,0.869863,0.273273,2.615385,1.346939,0.23023,0.543624,7000000.0,0.03913,6105200000.0,1.275862,0.466667,nm,nm,nm,6.7685,nm,nm,1.6181,7.312,2.700461,-0.388517,-0.6503,338117391.3,1132000000.0,0.75976,,9000000.0,-576000000.0,134000000.0,1.0,902000000.0,-0.117417,-120000000.0,1.75841,3.922,19.3248,14000000.0,,1.5631,,0.0,0.0,0.0,7953200000.0,140000000.0,-75000000.0,-64000000.0,-274000000.0,-75000000.0,-64000000.0,-274000000.0,-406000000.0,-1848000000.0,221000000.0,221000000.0,1.302083,0.463576,221000000.0,75000000.0,-2882608.7,-1848000000.0,516000000.0,0.001611,38000000.0,0.0,0.0,49000000.0,234000000.0,218117391.3,1.156135,0.218336,0.484334,1129000000.0,-0.851351,0.29199,-8.5625,240000000.0,0.227227,999000000.0,0.532533,0.202014,343000000.0,2000000.0,3000000.0,,,170000000.0,146000000.0,2000000.0,,0.0,2.8921,nm,2.1079,5.3593,0.221221,-90000000.0,-32000000.0,285000000.0,0.285285,,,-91000000.0,18000000.0,68000000.0,0.225767,-0.083486,-0.555825,0.194109,0.300496,0.300496,0.856321,0.85471,83000000.0,,74000000.0,0.074074,,675000000.0,0.0,4.4036,0.96087,EA,4355000000.0,2750000000.0,2750000000.0,240000000.0,2354000000.0,1225000000.0,2750000000.0,2750000000.0,759000000.0,,1605000000.0,4355000000.0,1485000000.0,380000000.0,532000000.0,227000000.0,3000000.0,0.0,230000000.0,999000000.0,329900000.0,331000000.0,337000000.0
213000000.0,562000000.0,792000000.0,-632000000.0,13000000.0,258000000.0,7.5885,7.668,0.7769,-0.851724,2879.0075,3140.137142857143,-1.03,-1.03,7.6946,26000000.0,930000000.0,9000000.0,,27.6935,12.35,12.69,0.0,2554000000.0,0.827631,1.9175,0.604196,-0.689889,849000000.0,97000000.0,2012-06-30,529000000.0,-1.093,0.2083,0.172369,51000000.0,51000000.0,-785000000.0,714000000.0,-1.03,28.192,0.0,0.0,48.099,47.6005,-0.042959,-380000000.0,-329000000.0,-0.645,-0.46014,-2.205128,-0.544715,-0.531469,-2.652174,-20000000.0,0.105263,5780545000.0,-0.688525,-2.560606,nm,nm,nm,3.6819,nm,nm,1.4987,7.4031,-0.62226,-3.731689,-0.5073,-923631578.9,1700000000.0,0.395804,,-40000000.0,47000000.0,416000000.0,1.0,1570000000.0,0.600408,589000000.0,0.740576,3.0239,12.9469,86000000.0,617000000.0,1.9175,529000000.0,529000000.0,0.172369,0.2083,6750545000.0,222000000.0,499000000.0,-511000000.0,-211000000.0,499000000.0,-511000000.0,-211000000.0,-243000000.0,-970000000.0,-340000000.0,-340000000.0,-0.691542,-2.538462,-340000000.0,90000000.0,5368421.1,-970000000.0,532000000.0,-0.004087,31000000.0,0.0,0.0,45000000.0,271000000.0,-334631578.9,-0.440213,-0.468016,-2.534181,714000000.0,-0.574627,0.229927,-8.115385,432000000.0,-0.523077,715000000.0,0.918881,-0.412906,320000000.0,-106000000.0,-6000000.0,,,174000000.0,241000000.0,17000000.0,,0.0,2.6577,nm,1.7502,15.9211,-0.475524,-89000000.0,-52000000.0,318000000.0,0.444755,,,-98000000.0,-1000000.0,-272000000.0,0.133122,-0.284284,0.715932,-0.369443,-0.699307,-0.699307,-1.41524,-1.411153,236000000.0,26000000.0,88000000.0,0.123077,,569000000.0,0.0,1.2845,0.894737,EA,5435000000.0,3069000000.0,2540000000.0,432000000.0,2568000000.0,1854000000.0,2540000000.0,2540000000.0,283000000.0,,2895000000.0,5435000000.0,2335000000.0,1041000000.0,657000000.0,-374000000.0,-6000000.0,0.0,-380000000.0,715000000.0,330100000.0,331000000.0,330100000.0
112000000.0,526000000.0,846000000.0,-19000000.0,11000000.0,190000000.0,11.3285,8.4389,0.7416,-1.66474,3140.137142857143,2998.25,-0.62,-0.62,6.8512,44000000.0,1242000000.0,5000000.0,,31.4932,12.69,14.52,0.0,2552000000.0,0.809218,2.2546,0.520264,-1.126845,1439000000.0,92000000.0,2012-09-30,534000000.0,-1.467,0.2358,0.190782,54000000.0,54000000.0,-1382000000.0,409000000.0,-0.62,20.4607,0.0,0.0,32.2197,43.2523,-0.025402,-193000000.0,-139000000.0,0.46332,-0.131008,0.577508,0.363036,-0.181904,0.492105,-13000000.0,-0.062176,5553360000.0,0.360825,0.398058,nm,nm,nm,5.5093,nm,nm,1.4368,7.3689,-8.692248,0.117204,-0.6982,-815378238.3,1716000000.0,0.479736,,12000000.0,581000000.0,402000000.0,1.0,1008000000.0,1.604651,621000000.0,-0.357962,5.5412,17.8391,4000000.0,,2.2546,534000000.0,534000000.0,0.190782,0.2358,6810360000.0,269000000.0,-36000000.0,-114000000.0,475000000.0,-36000000.0,-114000000.0,475000000.0,312000000.0,-1257000000.0,-205000000.0,-205000000.0,0.363354,0.397059,-205000000.0,69000000.0,10621761.7,-1257000000.0,547000000.0,-0.006581,45000000.0,0.0,0.0,44000000.0,265000000.0,-194378238.3,0.396341,-0.183203,0.419128,409000000.0,0.361032,3.251185,10.795455,552000000.0,-0.172479,1061000000.0,0.652215,-0.134905,328000000.0,1000000.0,-10000000.0,,,181000000.0,235000000.0,-11000000.0,,0.0,3.0068,nm,1.7621,46.329,-0.193214,-195000000.0,-44000000.0,325000000.0,0.306315,,,-41000000.0,0.0,-477000000.0,0.007597,0.483916,0.704243,-0.143293,-0.310924,-0.310924,-1.015167,-1.008586,144000000.0,,98000000.0,0.092366,,549000000.0,0.0,0.4446,1.062176,EA,5696000000.0,2799000000.0,2265000000.0,552000000.0,2806000000.0,2397000000.0,2265000000.0,2265000000.0,509000000.0,0.0,3431000000.0,5696000000.0,2343000000.0,1034000000.0,692000000.0,-183000000.0,-10000000.0,0.0,-193000000.0,1061000000.0,330600000.0,332000000.0,330600000.0
215000000.0,366000000.0,857000000.0,,6000000.0,173000000.0,7.2144,11.8203,0.7953,6.197368,2998.25,3246.57,1.21,1.21,7.3155,44000000.0,1293000000.0,,2000000.0,-4.1818,14.52,17.7,0.0,2362000000.0,0.820153,2.0747,0.273392,-0.912844,1048000000.0,67000000.0,2012-12-31,539000000.0,2.3034,0.2193,0.179847,68000000.0,68000000.0,-1360000000.0,489000000.0,1.22,15.5319,0.0,0.0,50.5929,30.8792,0.013721,361000000.0,429000000.0,3.538462,0.313596,4.086331,1.422819,0.263889,2.870466,12000000.0,-0.108033,4228960000.0,1.711111,2.967742,234.9422,18.0725,nm,3.6838,28.617,15.267,1.0207,7.6651,-1.75336,0.489111,-0.7063,-416567867.0,1718000000.0,0.726608,,-39000000.0,-231000000.0,369000000.0,1.0,1148000000.0,2.510703,821000000.0,0.138889,5.6176,23.5,18000000.0,,2.0747,539000000.0,539000000.0,0.179847,0.2193,5538960000.0,252000000.0,-248000000.0,,287000000.0,-248000000.0,,287000000.0,51000000.0,-1310000000.0,400000000.0,400000000.0,1.649007,2.95122,400000000.0,59000000.0,4432133.0,-1310000000.0,568000000.0,-0.002499,50000000.0,0.0,0.0,42000000.0,197000000.0,404432133.0,1.752244,0.295638,3.080645,489000000.0,1.741602,-0.395789,6.522727,374000000.0,0.266813,1368000000.0,0.459795,0.209865,268000000.0,-25000000.0,-4000000.0,75000000.0,,185000000.0,177000000.0,-8000000.0,11000000.0,0.0,2.2534,72.8811,1.3369,14.9298,0.292398,-94000000.0,-44000000.0,252000000.0,0.184211,,,-241000000.0,-1000000.0,-77000000.0,0.255046,0.28935,-1.174762,0.232537,0.486019,0.486019,1.660781,1.66328,63000000.0,,117000000.0,0.085526,,556000000.0,0.0,1.1042,1.108033,EA,5491000000.0,2997000000.0,2458000000.0,374000000.0,2609000000.0,2120000000.0,2458000000.0,2458000000.0,994000000.0,,3033000000.0,5491000000.0,2314000000.0,913000000.0,629000000.0,365000000.0,-4000000.0,0.0,361000000.0,1368000000.0,330400000.0,331000000.0,336000000.0
50000000.0,111000000.0,702000000.0,0.0,7000000.0,115000000.0,22.1702,58.1418,0.893,8.053571,3246.57,3367.4085714285716,0.63,0.63,7.975,31000000.0,919000000.0,8000000.0,,5.5772,17.7,22.99,0.0,2313000000.0,0.824289,1.7314,0.21466,-1.093396,584000000.0,68000000.0,2013-03-31,544000000.0,2.3965,0.2132,0.175711,56000000.0,56000000.0,-824000000.0,615000000.0,0.63,15.763,0.0,0.0,16.4635,6.2778,0.01417,210000000.0,266000000.0,-0.025641,0.278534,-0.379953,-0.086957,0.219895,-0.418283,-18000000.0,0.042857,3057000000.0,-0.045455,-0.483607,nm,13.467,nm,1.8449,nm,9.9577,0.7458,7.6331,-2.62433,-0.318427,-0.5174,-549214285.7,1716000000.0,0.78534,,9000000.0,-547000000.0,347000000.0,1.0,1657000000.0,0.837029,755000000.0,0.44338,3.2036,23.1556,0.0,,1.7314,544000000.0,544000000.0,0.175711,0.2132,3952000000.0,151000000.0,-72000000.0,-40000000.0,-244000000.0,-72000000.0,-40000000.0,-244000000.0,-374000000.0,-895000000.0,201000000.0,201000000.0,-0.090498,-0.4975,201000000.0,60000000.0,4785714.3,-895000000.0,558000000.0,-0.003489,46000000.0,0.0,0.0,44000000.0,200000000.0,205785714.3,-0.056537,0.215482,-0.491174,615000000.0,0.109489,-1.850174,-7.870968,205000000.0,0.225131,955000000.0,0.560209,0.196373,273000000.0,-1000000.0,-5000000.0,,,209000000.0,193000000.0,-20000000.0,,0.0,1.5486,70.5714,0.9641,8.0818,0.210471,-137000000.0,-31000000.0,282000000.0,0.295288,,,-71000000.0,27000000.0,124000000.0,-0.044044,-0.301901,-0.358943,0.187957,0.331376,0.331376,0.690318,0.693808,128000000.0,,88000000.0,0.092147,,520000000.0,0.0,1.5281,0.957143,EA,4825000000.0,3096000000.0,2552000000.0,205000000.0,1951000000.0,1336000000.0,2552000000.0,2552000000.0,750000000.0,,2273000000.0,4825000000.0,2316000000.0,937000000.0,535000000.0,215000000.0,-5000000.0,0.0,210000000.0,955000000.0,319000000.0,317000000.0,320000000.0
219000000.0,643000000.0,874000000.0,-10000000.0,7000000.0,149000000.0,7.2963,6.7967,0.7708,30.733333,3367.4085714285716,3772.8385714285714,-1.21,-1.21,6.8403,25000000.0,871000000.0,9000000.0,2000000.0,22.321,22.99,25.55,0.0,2262000000.0,0.796892,2.2637,0.625879,0.156525,953000000.0,64000000.0,2013-06-30,549000000.0,2.25,0.2549,0.203108,56000000.0,56000000.0,-1029000000.0,286000000.0,-1.21,18.6437,0.0,0.0,50.0254,53.7027,0.003754,-368000000.0,-312000000.0,0.051672,-0.438819,-2.172932,0.031579,-0.517581,-2.752381,15000000.0,-0.035326,3230081000.0,-0.174757,-2.920635,323.0081,13.238,13.9528,2.3271,65.2542,6.592,0.7888,7.4931,0.78903,0.645205,-0.3698,-194858695.7,1723000000.0,0.374121,,13000000.0,253000000.0,334000000.0,1.0,1388000000.0,-0.115924,-182000000.0,-0.162342,2.7688,19.5776,18000000.0,,2.2637,549000000.0,549000000.0,0.203108,0.2549,3996081000.0,219000000.0,-117000000.0,82000000.0,-28000000.0,-117000000.0,82000000.0,-28000000.0,-48000000.0,-766000000.0,-381000000.0,-381000000.0,-0.120588,-2.895522,-381000000.0,71000000.0,4141304.3,-766000000.0,561000000.0,-0.004771,44000000.0,0.0,0.0,49000000.0,211000000.0,-376858695.7,-0.12619,-0.53004,-2.831316,286000000.0,0.867299,0.885246,-1.12,445000000.0,-0.511955,711000000.0,0.886076,-0.398926,239000000.0,-25000000.0,-4000000.0,25000000.0,,192000000.0,231000000.0,,0.0,0.0,1.8552,266.4054,0.9758,41.1967,-0.535865,-60000000.0,-25000000.0,306000000.0,0.43038,,-2000000.0,-108000000.0,-2000000.0,-257000000.0,-0.005594,-0.255497,0.540987,-0.413018,-0.926569,-0.926569,-1.467556,-1.462785,152000000.0,,100000000.0,0.140647,,444000000.0,0.0,0.308,1.035326,EA,5191000000.0,2703000000.0,2154000000.0,445000000.0,2332000000.0,2046000000.0,2154000000.0,2154000000.0,266000000.0,,3037000000.0,5191000000.0,2298000000.0,991000000.0,630000000.0,-364000000.0,-4000000.0,0.0,-368000000.0,711000000.0,314900000.0,316000000.0,314900000.0
93000000.0,382000000.0,840000000.0,,7000000.0,119000000.0,14.1756,8.7137,0.737,3.297143,3772.8385714285714,4159.8133333333335,-0.15,-0.15,6.5267,25000000.0,1158000000.0,4000000.0,,32.2169,25.55,22.94,0.0,2141000000.0,0.779459,1.7848,0.465293,0.167856,1213000000.0,67000000.0,2013-09-30,554000000.0,1.3781,0.2829,0.220541,66000000.0,66000000.0,-1409000000.0,83000000.0,-0.15,16.0771,0.0,0.0,25.7485,41.8883,0.040174,-47000000.0,19000000.0,1.136691,0.020607,1.060897,0.756477,-0.050976,0.872283,5000000.0,-0.363636,3418000000.0,0.758065,0.876033,21.9103,8.5025,20.0816,3.351,18.759,9.0423,0.864,7.2124,0.920059,0.665492,-0.5198,-65181818.2,1724000000.0,0.534707,,12000000.0,315000000.0,304000000.0,0.702128,1020000000.0,0.011905,12000000.0,-0.26513,3.9014,22.7031,1000000.0,,2.542,554000000.0,554000000.0,0.220541,0.2829,4356000000.0,220000000.0,-158000000.0,77000000.0,363000000.0,-158000000.0,77000000.0,363000000.0,287000000.0,-938000000.0,-45000000.0,-45000000.0,0.780488,0.88189,-45000000.0,59000000.0,-8181818.2,-938000000.0,550000000.0,0.007455,27000000.0,0.0,0.0,47000000.0,213000000.0,-53181818.2,0.7264,-0.057681,0.858881,83000000.0,-0.235789,13.964286,14.52,429000000.0,-0.042299,922000000.0,0.577007,-0.037571,229000000.0,-2000000.0,-8000000.0,,,185000000.0,168000000.0,,-45000000.0,0.0,2.2247,24.8914,1.1011,nm,-0.048807,-47000000.0,-25000000.0,278000000.0,0.301518,,,-157000000.0,2000000.0,-302000000.0,-0.131008,0.296765,0.120842,-0.035972,-0.104193,-0.104193,-0.225035,-0.23249,149000000.0,,70000000.0,0.075922,,334000000.0,0.0,-0.2333,1.363636,EA,5039000000.0,2512000000.0,1958000000.0,429000000.0,2229000000.0,2146000000.0,1958000000.0,1958000000.0,493000000.0,14000000.0,3081000000.0,5039000000.0,2260000000.0,935000000.0,532000000.0,-39000000.0,6000000.0,0.0,-33000000.0,922000000.0,300000000.0,304000000.0,300000000.0
136000000.0,312000000.0,737000000.0,,9000000.0,69000000.0,7.9088,11.2006,0.7191,3.561224,4159.8133333333335,4202.429999999999,1.05,1.05,7.2428,25000000.0,1292000000.0,5000000.0,3000000.0,-0.2835,22.94,29.01,0.0,2177000000.0,0.802194,2.4183,0.255583,0.07612,1044000000.0,52000000.0,2013-12-31,559000000.0,1.5357,0.2466,0.197806,86000000.0,86000000.0,-1272000000.0,408000000.0,1.04,13.2799,0.0,0.0,46.1509,32.5876,0.017689,305000000.0,391000000.0,-0.088578,0.323408,19.578947,-0.155125,0.252275,7.489362,-14000000.0,0.021212,4419100000.0,-0.147541,7.933333,44.191,12.1404,50.6143,3.8561,51.8009,13.6392,1.1638,6.8047,1.730842,5.670711,-0.5145,304445454.5,1721000000.0,0.744417,,7000000.0,-193000000.0,253000000.0,1.081967,1146000000.0,-0.001742,-2000000.0,0.123529,3.3104,27.4851,15000000.0,,2.2351,559000000.0,559000000.0,0.197806,0.2466,5540100000.0,198000000.0,2000000.0,-87000000.0,233000000.0,2000000.0,-87000000.0,233000000.0,134000000.0,-1121000000.0,323000000.0,323000000.0,-0.1925,8.177778,323000000.0,42000000.0,-20554545.5,-1121000000.0,548000000.0,0.01691,17000000.0,0.0,0.0,53000000.0,206000000.0,302445454.5,-0.252173,0.250162,6.687009,408000000.0,-0.188153,-0.358127,9.32,309000000.0,0.255583,1209000000.0,0.488834,0.181401,239000000.0,,-4000000.0,6000000.0,,170000000.0,121000000.0,20000000.0,-19000000.0,0.0,2.4438,56.5316,1.4591,18.9082,0.267163,-170000000.0,-25000000.0,287000000.0,0.237386,,,-13000000.0,,21000000.0,-0.116228,0.31128,-0.41737,0.192106,0.410759,0.410759,0.828129,0.811219,102000000.0,,96000000.0,0.079404,,388000000.0,0.0,0.9361,0.978788,EA,5070000000.0,2826000000.0,2267000000.0,309000000.0,2325000000.0,1917000000.0,2267000000.0,2267000000.0,900000000.0,25000000.0,2803000000.0,5070000000.0,2197000000.0,886000000.0,591000000.0,309000000.0,21000000.0,0.0,330000000.0,1209000000.0,306300000.0,310000000.0,313000000.0
48000000.0,120000000.0,588000000.0,-5000000.0,4000000.0,56000000.0,28.102,32.8225,0.804,2.336134,4202.429999999999,4378.857142857143,0.73,0.73,7.9872,29000000.0,1056000000.0,6000000.0,,11.518,29.01,35.87,0.0,2193000000.0,0.815445,1.8695,0.204426,0.071082,590000000.0,51000000.0,2014-03-31,564000000.0,1.4764,0.2263,0.184555,56000000.0,56000000.0,-753000000.0,658000000.0,0.71,13.386,0.0,0.0,12.9884,11.1204,0.01659,228000000.0,284000000.0,0.067669,0.299262,-0.273657,0.085714,0.240253,-0.252459,-7000000.0,0.026316,6325880000.0,0.126984,-0.317308,53.6092,16.5599,53.903,3.8455,60.0425,19.7684,1.6687,6.9242,1.434928,-0.215398,-0.3454,238868421.1,1722000000.0,0.795574,,6000000.0,-559000000.0,234000000.0,1.0,1645000000.0,-0.007242,-12000000.0,0.435428,2.2962,27.2673,22000000.0,,1.8695,564000000.0,564000000.0,0.184555,0.2263,7172880000.0,147000000.0,21000000.0,-2000000.0,-248000000.0,21000000.0,-2000000.0,-248000000.0,-236000000.0,-847000000.0,222000000.0,222000000.0,0.104478,-0.312693,222000000.0,41000000.0,4868421.1,-847000000.0,537000000.0,-0.005589,33000000.0,0.0,0.0,50000000.0,202000000.0,226868421.1,0.10245,0.239061,-0.249886,658000000.0,-0.016393,-2.064378,-8.551724,194000000.0,0.245522,949000000.0,0.550053,0.19317,261000000.0,-1000000.0,-5000000.0,,,178000000.0,121000000.0,,7000000.0,0.0,2.8784,60.2763,1.8921,13.3822,0.23393,-101000000.0,-29000000.0,278000000.0,0.29294,,,0.0,1000000.0,243000000.0,-0.006283,-0.215054,-0.191508,0.188087,0.357419,0.357419,0.548927,0.554516,133000000.0,,85000000.0,0.089568,,355000000.0,0.0,1.7179,0.973684,EA,4605000000.0,3056000000.0,2492000000.0,194000000.0,1884000000.0,1226000000.0,2492000000.0,2492000000.0,755000000.0,,2113000000.0,4605000000.0,2184000000.0,887000000.0,522000000.0,233000000.0,-5000000.0,0.0,228000000.0,949000000.0,304100000.0,304000000.0,312000000.0
